route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
04250625-47,20250625,20250625-47-47514,47G - Erin Mills,,0,MDDS1142,388876,1,1,47G
04250625-18,20250625,20250625-18-18901,18 - Hamilton GO,,1,MDDS1141,388773,1,1,18
04250625-56,20250625,20250625-56-56720,56 - Oakville GO,,1,MDDS1141,388893,1,1,56
04250625-41,20250625,20250625-41-41502,41B - Centennial College,,0,MDDS1141,388870,1,1,41B
04250625-41,20250625,20250625-41-41731,41 - Hamilton GO,,1,MDDS1140,388871,1,1,41
04250625-56,20250625,20250625-56-56311,56 - DC Oshawa GO,,0,MDDS9119,388896,1,1,56
04250625-56,20250625,20250625-56-56120,56 - Oakville GO,,1,MDDS9119,388893,1,1,56
04250625-41,20250625,20250625-41-41350,41 - Pickering GO,,0,MDDS9118,388869,1,1,41
04250625-41,20250625,20250625-41-41141,41 - Hamilton GO,,1,MDDS9118,388871,1,1,41
04250625-56,20250625,20250625-56-56291,56 - DC Oshawa GO,,0,MDDS9117,388896,1,1,56
04250625-68,20250625,20250625-68-68930,68B - East Gwillimbury GO,,1,MDDS6106,388924,1,1,68B
04250625-68,20250625,20250625-68-68713,68 - Barrie Terminal,,0,MDDS6106,388926,1,1,68
04250625-65,20250625,20250625-65-65620,65 - Union Station,,1,MDDS6106,388903,1,1,65
04250625-70,20250625,20250625-70-70861,70D - Uxbridge,,0,MDDS6105,388933,1,1,70D
04250625-67,20250625,20250625-67-67701,67 - Woodbine/404,,0,MDDS6105,388919,1,1,67
04250625-65,20250625,20250625-65-65520,65 - Union Station,,1,MDDS6105,388903,1,1,65
04250625-61,20250625,20250625-61-61721,61 - Bloomington GO,,0,MDDS6104,388899,1,1,61
04250625-65,20250625,20250625-65-65670,65 - Union Station,,1,MDDS6104,388903,1,1,65
04250625-66,20250625,20250625-66-66441,66 - East Gwillimbury GO,,0,MDDS6104,388916,1,1,66
04250625-66,20250625,20250625-66-66610,66 - Hwy. 407 Bus Term,,1,MDDS6104,388917,1,1,66
04250625-61,20250625,20250625-61-61341,61 - Bloomington GO,,0,MDDS6103,388899,1,1,61
04250625-61,20250625,20250625-61-61320,61 - Union Station,,1,MDDS6103,388900,1,1,61
04250625-67,20250625,20250625-67-67170,67 - Finch Terminal,,1,MDDS6103,388918,1,1,67
04250625-66,20250625,20250625-66-66251,66 - East Gwillimbury GO,,0,MDDS6102,388916,1,1,66
04250625-66,20250625,20250625-66-66280,66 - Hwy. 407 Bus Term,,1,MDDS6102,388917,1,1,66
04250625-65,20250625,20250625-65-65031,65 - East Gwillimbury GO,,0,MDDS6102,388901,1,1,65
04250625-33,20250625,20250625-33-33541,33E - Georgetown GO,,1,MDDS5143,388854,1,1,33E
04250625-40,20250625,20250625-40-40860,40 - Richmond Hill Ctr,,0,MDDS5142,388864,1,1,40
04250625-40,20250625,20250625-40-40751,40 - Hamilton GO,,1,MDDS5142,388865,1,1,40
04250625-40,20250625,20250625-40-40650,40 - Richmond Hill Ctr,,0,MDDS5142,388864,1,1,40
04250625-40,20250625,20250625-40-40501,40 - Hamilton GO,,1,MDDS5142,388865,1,1,40
04250625-40,20250625,20250625-40-40790,40 - Richmond Hill Ctr,,0,MDDS5141,388864,1,1,40
04250625-16,20250625,20250625-16-16721,16 - Hamilton GO,,1,MDDS5141,388768,1,1,16
04250625-71,20250625,20250625-71-71650,71E - Union Station,,1,MDDS5141,388934,1,1,71E
04250625-54,20250625,20250625-54-54491,54 - Mount Joy GO,,0,MDDS5141,388890,1,1,54
04250625-40,20250625,20250625-40-40750,40 - Richmond Hill Ctr,,0,MDDS5140,388864,1,1,40
04250625-41,20250625,20250625-41-41471,41 - Hamilton GO,,1,MDDS5140,388871,1,1,41
04250625-41,20250625,20250625-41-41680,41 - Pickering GO,,0,MDDS5139,388869,1,1,41
04250625-40,20250625,20250625-40-40461,40 - Hamilton GO,,1,MDDS5139,388865,1,1,40
04250625-30,20250625,20250625-30-30790,30 - Hwy. 407 Bus Term,,0,MDDS5138,388823,1,1,30
04250625-25,20250625,20250625-25-25731,25 - U of Waterloo,,1,MDDS5138,388809,1,1,25
04250625-29,20250625,20250625-29-29720,29A - Square One,,0,MDDS5138,388817,1,1,29A
04250625-27,20250625,20250625-27-27780,27B - Finch Terminal,,0,MDDS3150,388815,1,1,27B
04250625-31,20250625,20250625-31-31961,31E - Georgetown GO,,1,MDDS3149,388827,1,1,31E
04250625-31,20250625,20250625-31-31910,31E - Union Station,,0,MDDS3149,388831,1,1,31E
04250625-33,20250625,20250625-33-33851,33B - Mount Pleasant GO,,1,MDDS3149,388853,1,1,33B
04250625-21,20250625,20250625-21-21660,21 - Union Station,,0,MDDS3149,388798,1,1,21
04250625-27,20250625,20250625-27-27540,27A - Finch Terminal,,0,MDDS3144,388816,1,1,27A
04250625-32,20250625,20250625-32-32531,32 - Trinity Common,,1,MDDS3143,388840,1,1,32
04250625-19,20250625,20250625-19-19470,19 - Finch Terminal,,0,MDDS3143,388788,1,1,19
04250625-21,20250625,20250625-21-21863,21E - Lisgar GO,,1,MDDS3142,388800,1,1,21E
04250625-21,20250625,20250625-21-21790,21 - Union Station,,0,MDDS3142,388798,1,1,21
04250625-21,20250625,20250625-21-21715,21A - Milton GO,,1,MDDS3142,388791,1,1,21A
04250625-21,20250625,20250625-21-21620,21 - Union Station,,0,MDDS3142,388798,1,1,21
04250625-22,20250625,20250625-22-22511,22 - Milton GO,,0,MDDS3142,388803,1,1,22
04250625-41,20250625,20250625-41-41525,41C - Square One,,1,MDDS3141,388868,1,1,41C
04250625-41,20250625,20250625-41-41442,41C - Centennial College,,0,MDDS3141,388873,1,1,41C
04250625-18,20250625,20250625-18-18641,18 - Hamilton GO,,1,MDDS3140,388773,1,1,18
04250625-12,20250625,20250625-12-12652,12B - Burlington GO,,0,MDDS3140,388760,1,1,12B
04250625-12,20250625,20250625-12-12483,12B - Niagara Falls,,1,MDDS3140,388759,1,1,12B
04250625-33,20250625,20250625-33-33831,33E - Georgetown GO,,1,MDDS3139,388854,1,1,33E
04250625-40,20250625,20250625-40-40630,40 - Richmond Hill Ctr,,0,MDDS3139,388864,1,1,40
04250625-18,20250625,20250625-18-18541,18 - Hamilton GO,,1,MDDS3139,388773,1,1,18
04250625-15,20250625,20250625-15-15650,15 - Aldershot GO,,0,MDDS3139,388764,1,1,15
04250625-21,20250625,20250625-21-21745,21A - Milton GO,,1,MDDS3138,388791,1,1,21A
04250625-16,20250625,20250625-16-16710,16 - Union Station,,0,MDDS3138,388767,1,1,16
04250625-12,20250625,20250625-12-12592,12B - Burlington GO,,0,MDDS3138,388760,1,1,12B
04250625-12,20250625,20250625-12-12443,12B - Niagara Falls,,1,MDDS3138,388759,1,1,12B
04250625-41,20250625,20250625-41-41673,41A - Square One,,1,MDDS3135,388866,1,1,41A
04250625-94,20250625,20250625-94-94561,94 - Pickering GO,,0,MDDS3135,389499,1,1,94
04250625-41,20250625,20250625-41-41423,41A - Square One,,1,MDDS3135,388866,1,1,41A
04250625-33,20250625,20250625-33-33362,33B - York Mills Term,,0,MDDS3135,388851,1,1,33B
04250625-36,20250625,20250625-36-36731,36B - Bramalea Term,,1,MDDS3133,388857,1,1,36B
04250625-40,20250625,20250625-40-40620,40 - Richmond Hill Ctr,,0,MDDS3133,388864,1,1,40
04250625-40,20250625,20250625-40-40451,40 - Hamilton GO,,1,MDDS3133,388865,1,1,40
04250625-40,20250625,20250625-40-40340,40 - Richmond Hill Ctr,,0,MDDS3133,388864,1,1,40
04250625-41,20250625,20250625-41-41543,41C - Square One,,1,MDDS3131,388868,1,1,41C
04250625-41,20250625,20250625-41-41452,41B - Centennial College,,0,MDDS3131,388870,1,1,41B
04250625-16,20250625,20250625-16-16381,16 - Hamilton GO,,1,MDDS3131,388768,1,1,16
04250625-21,20250625,20250625-21-21294,21A - Union Station,,0,MDDS3131,388792,1,1,21A
04250625-41,20250625,20250625-41-41513,41A - Square One,,1,MDDS3129,388866,1,1,41A
04250625-41,20250625,20250625-41-41394,41C - Centennial College,,0,MDDS3129,388873,1,1,41C
04250625-94,20250625,20250625-94-94330,94 - Square One,,1,MDDS3129,389500,1,1,94
04250625-94,20250625,20250625-94-94251,94 - Pickering GO,,0,MDDS3129,389499,1,1,94
04250625-17,20250625,20250625-17-17401,17 - U of Waterloo,,0,MDDS3128,388772,1,1,17
04250625-47,20250625,20250625-47-47253,47D - McMaster U,,1,MDDS3128,388878,1,1,47D
04250625-41,20250625,20250625-41-41503,41C - Square One,,1,MDDS3127,388868,1,1,41C
04250625-41,20250625,20250625-41-41422,41B - Centennial College,,0,MDDS3127,388870,1,1,41B
04250625-12,20250625,20250625-12-12402,12B - Burlington GO,,0,MDDS3127,388760,1,1,12B
04250625-12,20250625,20250625-12-12283,12B - Niagara Falls,,1,MDDS3127,388759,1,1,12B
04250625-47,20250625,20250625-47-47095,47G - McMaster U,,1,MDDS3127,388875,1,1,47G
04250625-29,20250625,20250625-29-29680,29A - Square One,,0,MDDS3126,388817,1,1,29A
04250625-33,20250625,20250625-33-33451,33 - U of Guelph,,1,MDDS3126,388847,1,1,33
04250625-21,20250625,20250625-21-21310,21C - Union Station,,0,MDDS3126,388789,1,1,21C
04250625-19,20250625,20250625-19-19261,19 - Square One,,1,MDDS3126,388787,1,1,19
04250625-19,20250625,20250625-19-19180,19 - Finch Terminal,,0,MDDS3126,388788,1,1,19
04250625-19,20250625,20250625-19-19561,19 - Square One,,1,MDDS3125,388787,1,1,19
04250625-19,20250625,20250625-19-19460,19 - Finch Terminal,,0,MDDS3125,388788,1,1,19
04250625-25,20250625,20250625-25-25380,25 - Square One,,0,MDDS3125,388805,1,1,25
04250625-17,20250625,20250625-17-17241,17 - U of Waterloo,,0,MDDS3125,388772,1,1,17
04250625-19,20250625,20250625-19-19571,19 - Square One,,1,MDDS3124,388787,1,1,19
04250625-41,20250625,20250625-41-41362,41B - Centennial College,,0,MDDS3124,388870,1,1,41B
04250625-16,20250625,20250625-16-16301,16 - Hamilton GO,,1,MDDS3124,388768,1,1,16
04250625-16,20250625,20250625-16-16290,16 - Union Station,,0,MDDS3124,388767,1,1,16
04250625-25,20250625,20250625-25-25510,25 - Square One,,0,MDDS3123,388805,1,1,25
04250625-25,20250625,20250625-25-25391,25 - U of Waterloo,,1,MDDS3123,388809,1,1,25
04250625-48,20250625,20250625-48-48340,48 - Hwy. 407 Bus Term,,0,MDDS3123,388883,1,1,48
04250625-29,20250625,20250625-29-29161,29A - U of Guelph,,1,MDDS3123,388820,1,1,29A
04250625-48,20250625,20250625-48-48181,48 - U of Guelph,,1,MDDS3122,388884,1,1,48
04250625-41,20250625,20250625-41-41104,41C - Centennial College,,0,MDDS3121,388873,1,1,41C
04250625-31,20250625,20250625-31-31131,31B - U of Guelph,,1,MDDS3120,388830,1,1,31B
04250625-30,20250625,20250625-30-30472,30A - Bramalea GO,,0,MDDS3119,388821,1,1,30A
04250625-30,20250625,20250625-30-30411,30 - U of Waterloo,,1,MDDS3119,388824,1,1,30
04250625-25,20250625,20250625-25-25260,25 - Square One,,0,MDDS3119,388805,1,1,25
04250625-25,20250625,20250625-25-25141,25 - U of Waterloo,,1,MDDS3119,388809,1,1,25
04250625-41,20250625,20250625-41-41433,41C - Square One,,1,MDDS3118,388868,1,1,41C
04250625-41,20250625,20250625-41-41342,41B - Centennial College,,0,MDDS3118,388870,1,1,41B
04250625-17,20250625,20250625-17-17230,17 - Hamilton GO,,1,MDDS3118,388771,1,1,17
04250625-25,20250625,20250625-25-25103,25A - U of Waterloo,,1,MDDS3118,388810,1,1,25A
04250625-21,20250625,20250625-21-21465,21A - Milton GO,,1,MDDS3117,388791,1,1,21A
04250625-21,20250625,20250625-21-21412,21E - Union Station,,0,MDDS3117,388801,1,1,21E
04250625-94,20250625,20250625-94-94250,94 - Square One,,1,MDDS3117,389500,1,1,94
04250625-41,20250625,20250625-41-41072,41A - Pickering GO,,0,MDDS3117,388872,1,1,41A
04250625-12,20250625,20250625-12-12442,12B - Burlington GO,,0,MDDS3116,388760,1,1,12B
04250625-12,20250625,20250625-12-12313,12B - Niagara Falls,,1,MDDS3116,388759,1,1,12B
04250625-47,20250625,20250625-47-47137,47G - McMaster U,,1,MDDS3116,388875,1,1,47G
04250625-32,20250625,20250625-32-32152,32B - Finch Terminal,,0,MDDS3116,388843,1,1,32B
04250625-21,20250625,20250625-21-21393,21E - Lisgar GO,,1,MDDS3115,388800,1,1,21E
04250625-21,20250625,20250625-21-21330,21C - Union Station,,0,MDDS3115,388789,1,1,21C
04250625-27,20250625,20250625-27-27201,27A - Milton GO,,1,MDDS3115,388814,1,1,27A
04250625-32,20250625,20250625-32-32140,32 - Finch Terminal,,0,MDDS3115,388842,1,1,32
04250625-17,20250625,20250625-17-17700,17 - Hamilton GO,,1,MDDS3114,388771,1,1,17
04250625-25,20250625,20250625-25-25521,25 - U of Waterloo,,1,MDDS3114,388809,1,1,25
04250625-21,20250625,20250625-21-21441,21C - Square One,,1,MDDS3114,388790,1,1,21C
04250625-21,20250625,20250625-21-21372,21E - Union Station,,0,MDDS3114,388801,1,1,21E
04250625-21,20250625,20250625-21-21231,21 - Milton GO,,1,MDDS3114,388799,1,1,21
04250625-41,20250625,20250625-41-41024,41C - Centennial College,,0,MDDS3114,388873,1,1,41C
04250625-56,20250625,20250625-56-56290,56 - Oakville GO,,1,MDDS3113,388893,1,1,56
04250625-56,20250625,20250625-56-56081,56 - DC Oshawa GO,,0,MDDS3113,388896,1,1,56
04250625-25,20250625,20250625-25-25340,25 - Square One,,0,MDDS3112,388805,1,1,25
04250625-25,20250625,20250625-25-25231,25 - U of Waterloo,,1,MDDS3112,388809,1,1,25
04250625-19,20250625,20250625-19-19151,19 - Square One,,1,MDDS3112,388787,1,1,19
04250625-19,20250625,20250625-19-19080,19 - Finch Terminal,,0,MDDS3112,388788,1,1,19
04250625-27,20250625,20250625-27-27161,27B - Meadowvale GO,,1,MDDS3111,388813,1,1,27B
04250625-27,20250625,20250625-27-27080,27B - Finch Terminal,,0,MDDS3111,388815,1,1,27B
04250625-21,20250625,20250625-21-21311,21 - Milton GO,,1,MDDS3110,388799,1,1,21
04250625-21,20250625,20250625-21-21244,21A - Union Station,,0,MDDS3110,388792,1,1,21A
04250625-31,20250625,20250625-31-31081,31M - U of Guelph,,1,MDDS3110,388829,1,1,31M
04250625-22,20250625,20250625-22-22421,22 - Milton GO,,0,MDDS3109,388803,1,1,22
04250625-56,20250625,20250625-56-56220,56 - Oakville GO,,1,MDDS3109,388893,1,1,56
04250625-56,20250625,20250625-56-56071,56A - DC Oshawa GO,,0,MDDS3109,388897,1,1,56A
04250625-19,20250625,20250625-19-19391,19 - Square One,,1,MDDS3108,388787,1,1,19
04250625-19,20250625,20250625-19-19330,19 - Finch Terminal,,0,MDDS3108,388788,1,1,19
04250625-27,20250625,20250625-27-27141,27A - Milton GO,,1,MDDS3108,388814,1,1,27A
04250625-32,20250625,20250625-32-32080,32 - Finch Terminal,,0,MDDS3108,388842,1,1,32
04250625-21,20250625,20250625-21-21381,21C - Square One,,1,MDDS3107,388790,1,1,21C
04250625-16,20250625,20250625-16-16360,16 - Union Station,,0,MDDS3107,388767,1,1,16
04250625-47,20250625,20250625-47-47153,47D - McMaster U,,1,MDDS3107,388878,1,1,47D
04250625-33,20250625,20250625-33-33110,33E - York Mills Term,,0,MDDS3107,388850,1,1,33E
04250625-56,20250625,20250625-56-56630,56 - Oakville GO,,1,MDDS3106,388893,1,1,56
04250625-56,20250625,20250625-56-56411,56 - DC Oshawa GO,,0,MDDS3106,388896,1,1,56
04250625-22,20250625,20250625-22-22380,22 - Oakville GO,,1,MDDS3106,388804,1,1,22
04250625-22,20250625,20250625-22-22341,22 - Milton GO,,0,MDDS3106,388803,1,1,22
04250625-22,20250625,20250625-22-22300,22 - Oakville GO,,1,MDDS3106,388804,1,1,22
04250625-27,20250625,20250625-27-27171,27A - Milton GO,,1,MDDS3106,388814,1,1,27A
04250625-27,20250625,20250625-27-27100,27A - Finch Terminal,,0,MDDS3106,388816,1,1,27A
04250625-56,20250625,20250625-56-56650,56 - Oakville GO,,1,MDDS3105,388893,1,1,56
04250625-56,20250625,20250625-56-56431,56 - DC Oshawa GO,,0,MDDS3105,388896,1,1,56
04250625-56,20250625,20250625-56-56250,56 - Oakville GO,,1,MDDS3105,388893,1,1,56
04250625-56,20250625,20250625-56-56061,56 - DC Oshawa GO,,0,MDDS3105,388896,1,1,56
04250625-21,20250625,20250625-21-21741,21C - Square One,,1,MDDS3104,388790,1,1,21C
04250625-21,20250625,20250625-21-21600,21C - Union Station,,0,MDDS3104,388789,1,1,21C
04250625-21,20250625,20250625-21-21491,21C - Square One,,1,MDDS3104,388790,1,1,21C
04250625-21,20250625,20250625-21-21440,21C - Union Station,,0,MDDS3104,388789,1,1,21C
04250625-41,20250625,20250625-41-41313,41A - Square One,,1,MDDS3104,389506,1,1,41A
04250625-41,20250625,20250625-41-41152,41A - Pickering GO,,0,MDDS3104,388872,1,1,41A
04250625-33,20250625,20250625-33-33080,33E - York Mills Term,,0,MDDS3104,388850,1,1,33E
04250625-32,20250625,20250625-32-32711,32 - Trinity Common,,1,MDDS3103,388840,1,1,32
04250625-19,20250625,20250625-19-19610,19 - Finch Terminal,,0,MDDS3103,388788,1,1,19
04250625-19,20250625,20250625-19-19531,19 - Square One,,1,MDDS3103,388787,1,1,19
04250625-27,20250625,20250625-27-27440,27B - Finch Terminal,,0,MDDS3103,388815,1,1,27B
04250625-27,20250625,20250625-27-27371,27B - Meadowvale GO,,1,MDDS3103,388813,1,1,27B
04250625-27,20250625,20250625-27-27320,27A - Finch Terminal,,0,MDDS3103,388816,1,1,27A
04250625-21,20250625,20250625-21-21181,21 - Milton GO,,1,MDDS3103,388799,1,1,21
04250625-21,20250625,20250625-21-21020,21 - Union Station,,0,MDDS3103,388798,1,1,21
04250625-27,20250625,20250625-27-27331,27B - Meadowvale GO,,1,MDDS3102,388813,1,1,27B
04250625-27,20250625,20250625-27-27280,27A - Finch Terminal,,0,MDDS3102,388816,1,1,27A
04250625-21,20250625,20250625-21-21111,21 - Milton GO,,1,MDDS3102,388799,1,1,21
04250625-21,20250625,20250625-21-21010,21 - Union Station,,0,MDDS3102,388798,1,1,21
04250625-48,20250625,20250625-48-48380,48 - Hwy. 407 Bus Term,,0,MDDS3101,388883,1,1,48
04250625-21,20250624,20250624-21-21270,21C - Union Station,,0,strvl021,388789,1,1,21C
04250625-19,20250624,20250624-19-19130,19 - Finch Terminal,,0,strvl021,388788,1,1,19
04250625-41,20250624,20250624-41-41343,41A - Square One,,1,strvl020,388866,1,1,41A
04250625-41,20250624,20250624-41-41222,41A - Pickering GO,,0,strvl020,388872,1,1,41A
04250625-33,20250624,20250624-33-33160,33B - York Mills Term,,0,strvl020,388851,1,1,33B
04250625-29,20250624,20250624-29-29630,29A - Square One,,0,strvl019,388817,1,1,29A
04250625-29,20250624,20250624-29-29421,29 - Guelph Central GO,,1,strvl019,388819,1,1,29
04250625-21,20250624,20250624-21-21292,21B - Union Station,,0,strvl019,388802,1,1,21B
04250625-22,20250624,20250624-22-22191,22 - Milton GO,,0,strvl019,388803,1,1,22
04250625-22,20250624,20250624-22-22130,22 - Oakville GO,,1,strvl019,388804,1,1,22
04250625-29,20250624,20250624-29-29440,29 - Kipling Bus Terminal,,0,strvl018,388818,1,1,29
04250625-33,20250624,20250624-33-33261,33 - U of Guelph,,1,strvl018,388847,1,1,33
04250625-33,20250624,20250624-33-33130,33A - York Mills Term,,0,strvl018,388844,1,1,33A
04250625-41,20250624,20250624-41-41323,41A - Square One,,1,strvl017,388866,1,1,41A
04250625-41,20250624,20250624-41-41202,41A - Pickering GO,,0,strvl017,388872,1,1,41A
04250625-27,20250624,20250624-27-27140,27A - Finch Terminal,,0,strvl017,388816,1,1,27A
04250625-56,20250624,20250624-56-56100,56 - Oakville GO,,1,MDDS9117,388893,1,1,56
04250625-41,20250624,20250624-41-41330,41 - Pickering GO,,0,MDDS9116,388869,1,1,41
04250625-41,20250624,20250624-41-41111,41 - Hamilton GO,,1,MDDS9116,388871,1,1,41
04250625-56,20250624,20250624-56-56271,56 - DC Oshawa GO,,0,MDDS9115,388896,1,1,56
04250625-56,20250624,20250624-56-56060,56 - Oakville GO,,1,MDDS9115,388893,1,1,56
04250625-41,20250624,20250624-41-41310,41 - Pickering GO,,0,MDDS9114,388869,1,1,41
04250625-41,20250624,20250624-41-41091,41 - Hamilton GO,,1,MDDS9114,388871,1,1,41
04250625-88,20250624,20250624-88-88421,88 - DC Oshawa GO,,1,MDDS9113,389491,1,1,88
04250625-88,20250624,20250624-88-88430,88 - Trent U,,0,MDDS9113,389487,1,1,88
04250625-88,20250624,20250624-88-88171,88B - DC Oshawa GO,,1,MDDS9113,389492,1,1,88B
04250625-88,20250624,20250624-88-88070,88 - Trent U,,0,MDDS9113,389487,1,1,88
04250625-56,20250624,20250624-56-56571,56 - DC Oshawa GO,,0,MDDS9112,388896,1,1,56
04250625-56,20250624,20250624-56-56390,56 - Oakville GO,,1,MDDS9112,388893,1,1,56
04250625-56,20250624,20250624-56-56251,56 - DC Oshawa GO,,0,MDDS9112,388896,1,1,56
04250625-56,20250624,20250624-56-56050,56 - Oakville GO,,1,MDDS9112,388893,1,1,56
04250625-92,20250624,20250624-92-92050,92 - Yorkdale Term,,1,MDDS9111,389496,1,1,92
04250625-30,20250624,20250624-30-30360,30 - Hwy. 407 Bus Term,,0,MDDS5121,388823,1,1,30
04250625-30,20250624,20250624-30-30291,30 - U of Waterloo,,1,MDDS5121,388824,1,1,30
04250625-54,20250624,20250624-54-54240,54 - Hwy. 407 Bus Term,,1,MDDS5121,388891,1,1,54
04250625-54,20250624,20250624-54-54141,54 - Mount Joy GO,,0,MDDS5121,388890,1,1,54
04250625-54,20250624,20250624-54-54080,54 - Hwy. 407 Bus Term,,1,MDDS5121,388891,1,1,54
04250625-30,20250624,20250624-30-30320,30 - Hwy. 407 Bus Term,,0,MDDS5120,388823,1,1,30
04250625-30,20250624,20250624-30-30261,30 - U of Waterloo,,1,MDDS5120,388824,1,1,30
04250625-32,20250624,20250624-32-32132,32B - Finch Terminal,,0,MDDS5120,388843,1,1,32B
04250625-41,20250624,20250624-41-41290,41 - Pickering GO,,0,MDDS5119,388869,1,1,41
04250625-18,20250624,20250624-18-18121,18 - Hamilton GO,,1,MDDS5119,388773,1,1,18
04250625-47,20250624,20250624-47-47031,47 - Hamilton GO,,1,MDDS5119,388881,1,1,47
04250625-47,20250624,20250624-47-47374,47G - Erin Mills,,0,MDDS5118,388876,1,1,47G
04250625-41,20250624,20250624-41-41191,41 - Hamilton GO,,1,MDDS5118,388871,1,1,41
04250625-36,20250624,20250624-36-36070,36B - York Mills Term,,0,MDDS5118,388856,1,1,36B
04250625-40,20250624,20250624-40-40180,40 - Richmond Hill Ctr,,0,MDDS5117,388864,1,1,40
04250625-40,20250624,20250624-40-40051,40 - Hamilton GO,,1,MDDS5117,388865,1,1,40
04250625-25,20250624,20250624-25-25690,25 - Square One,,0,MDDS5116,388805,1,1,25
04250625-30,20250624,20250624-30-30551,30 - U of Waterloo,,1,MDDS5116,388824,1,1,30
04250625-48,20250624,20250624-48-48510,48 - Hwy. 407 Bus Term,,0,MDDS5116,389505,1,1,48
04250625-33,20250624,20250624-33-33331,33 - U of Guelph,,1,MDDS5116,388847,1,1,33
04250625-27,20250624,20250624-27-27190,27A - Finch Terminal,,0,MDDS5116,388816,1,1,27A
04250625-27,20250624,20250624-27-27051,27A - Milton GO,,1,MDDS5116,388814,1,1,27A
04250625-40,20250624,20250624-40-40370,40 - Richmond Hill Ctr,,0,MDDS5115,388864,1,1,40
04250625-17,20250624,20250624-17-17180,17 - Hamilton GO,,1,MDDS5115,388771,1,1,17
04250625-25,20250624,20250624-25-25061,25 - U of Waterloo,,1,MDDS5115,388809,1,1,25
04250625-19,20250624,20250624-19-19230,19 - Finch Terminal,,0,MDDS5114,388788,1,1,19
04250625-19,20250624,20250624-19-19131,19 - Square One,,1,MDDS5114,388787,1,1,19
04250625-32,20250624,20250624-32-32070,32 - Finch Terminal,,0,MDDS5114,388842,1,1,32
04250625-19,20250624,20250624-19-19210,19 - Finch Terminal,,0,MDDS5113,388788,1,1,19
04250625-19,20250624,20250624-19-19121,19 - Square One,,1,MDDS5113,388787,1,1,19
04250625-32,20250624,20250624-32-32060,32 - Finch Terminal,,0,MDDS5113,388842,1,1,32
04250625-54,20250624,20250624-54-54320,54 - Hwy. 407 Bus Term,,1,MDDS5112,388891,1,1,54
04250625-40,20250624,20250624-40-40150,40 - Richmond Hill Ctr,,0,MDDS5112,388864,1,1,40
04250625-16,20250624,20250624-16-16051,16 - Hamilton GO,,1,MDDS5112,388768,1,1,16
04250625-19,20250624,20250624-19-19150,19 - Finch Terminal,,0,MDDS5111,388788,1,1,19
04250625-19,20250624,20250624-19-19091,19 - Square One,,1,MDDS5111,388787,1,1,19
04250625-19,20250624,20250624-19-19040,19 - Finch Terminal,,0,MDDS5111,388788,1,1,19
04250625-61,20250624,20250624-61-61280,61 - Union Station,,1,MDDS5110,388900,1,1,61
04250625-96,20250624,20250624-96-96110,96B - Finch Terminal,,1,MDDS5110,389502,1,1,96B
04250625-92,20250624,20250624-92-92021,92 - DC Oshawa GO,,0,MDDS5110,389495,1,1,92
04250625-47,20250624,20250624-47-47564,47G - Erin Mills,,0,MDDS5108,388876,1,1,47G
04250625-40,20250624,20250624-40-40421,40 - Hamilton GO,,1,MDDS5108,388865,1,1,40
04250625-40,20250624,20250624-40-40330,40 - Richmond Hill Ctr,,0,MDDS5108,388864,1,1,40
04250625-15,20250624,20250624-15-15141,15 - Brantford Term,,1,MDDS5108,388763,1,1,15
04250625-18,20250624,20250624-18-18051,18C - Hamilton GO,,1,MDDS5108,388774,1,1,18C
04250625-27,20250624,20250624-27-27131,27A - Milton GO,,1,MDDS5107,388814,1,1,27A
04250625-67,20250624,20250624-67-67110,67 - Finch Terminal,,1,MDDS5107,388918,1,1,67
04250625-41,20250624,20250624-41-41210,41 - Pickering GO,,0,MDDS5106,388869,1,1,41
04250625-47,20250624,20250624-47-47021,47 - Hamilton GO,,1,MDDS5106,388881,1,1,47
04250625-92,20250624,20250624-92-92370,92 - Yorkdale Term,,1,MDDS5105,389496,1,1,92
04250625-56,20250624,20250624-56-56131,56 - DC Oshawa GO,,0,MDDS5105,388896,1,1,56
04250625-31,20250624,20250624-31-31040,31L - Union Station,,0,MDDS5105,388833,1,1,31L
04250625-41,20250624,20250624-41-41130,41 - Pickering GO,,0,MDDS5103,388869,1,1,41
04250625-40,20250624,20250624-40-40021,40 - Hamilton GO,,1,MDDS5103,388865,1,1,40
04250625-41,20250624,20250624-41-41612,41B - Centennial College,,0,MDDS5101,388870,1,1,41B
04250625-15,20250624,20250624-15-15690,15 - Aldershot GO,,0,MDDS5101,388764,1,1,15
04250625-40,20250624,20250624-40-40371,40 - Hamilton GO,,1,MDDS5101,388865,1,1,40
04250625-40,20250624,20250624-40-40260,40 - Richmond Hill Ctr,,0,MDDS5101,388864,1,1,40
04250625-41,20250624,20250624-41-41041,41 - Hamilton GO,,1,MDDS5101,388871,1,1,41
04250625-94,20250624,20250624-94-94001,94 - Pickering GO,,0,MDDS5101,389499,1,1,94
04250625-36,20250624,20250624-36-36811,36B - Bramalea Term,,1,MDDS3231,388857,1,1,36B
04250625-33,20250624,20250624-33-33742,33B - York Mills Term,,0,MDDS3231,388851,1,1,33B
04250625-21,20250624,20250624-21-21482,21E - Union Station,,0,MDDS3231,388801,1,1,21E
04250625-33,20250624,20250624-33-33811,33B - Mount Pleasant GO,,1,MDDS3230,388853,1,1,33B
