route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,route_variant
04250625-94,20250504,20250504-94-94370,94 - Square One,,1,MDDS3104,389500,1,1,94
04250625-94,20250504,20250504-94-94291,94 - Pickering GO,,0,MDDS3104,389499,1,1,94
04250625-25,20250504,20250504-25-25180,25 - Square One,,0,MDDS3104,388805,1,1,25
04250625-25,20250504,20250504-25-25081,25 - U of Waterloo,,1,MDDS3104,388809,1,1,25
04250625-17,20250504,20250504-17-17391,17B - Burlington GO,,1,MDDS3103,388769,1,1,17B
04250625-30,20250504,20250504-30-30251,30 - U of Waterloo,,1,MDDS3103,388824,1,1,30
04250625-30,20250504,20250504-30-30080,30 - Hwy. 407 Bus Term,,0,MDDS3103,388823,1,1,30
04250625-19,20250504,20250504-19-19431,19 - Square One,,1,MDDS3102,388787,1,1,19
04250625-33,20250504,20250504-33-33280,33 - York Mills Term,,0,MDDS3102,388848,1,1,33
04250625-31,20250504,20250504-31-31163,31L - Bramalea GO,,1,MDDS3102,388826,1,1,31L
04250625-18,20250504,20250504-18-18070,18J - Union Station,,0,MDDS3102,388784,1,1,18J
04250625-21,20250504,20250504-21-21323,21D - Meadowvale GO,,1,MDDS3101,388796,1,1,21D
04250625-21,20250504,20250504-21-21292,21D - Union Station,,0,MDDS3101,388793,1,1,21D
04250625-33,20250504,20250504-33-33251,33G - Georgetown GO,,1,MDDS3101,388846,1,1,33G
04250625-36,20250504,20250504-36-36130,36B - York Mills Term,,0,MDDS3101,388856,1,1,36B
04250625-31,20250504,20250504-31-31010,31E - Union Station,,0,MDDS3101,388831,1,1,31E
04250625-30,20250504,20250504-30-30851,30 - U of Waterloo,,1,MDDS2315,388824,1,1,30
04250625-30,20250504,20250504-30-30750,30 - Hwy. 407 Bus Term,,0,MDDS2315,388823,1,1,30
04250625-30,20250504,20250504-30-30663,30A - U of Waterloo,,1,MDDS2315,388822,1,1,30A
04250625-30,20250504,20250504-30-30532,30A - Bramalea GO,,0,MDDS2315,388821,1,1,30A
04250625-30,20250504,20250504-30-30821,30 - U of Waterloo,,1,MDDS2314,388824,1,1,30
04250625-30,20250504,20250504-30-30700,30 - Hwy. 407 Bus Term,,0,MDDS2314,388823,1,1,30
04250625-30,20250504,20250504-30-30603,30A - U of Waterloo,,1,MDDS2314,388822,1,1,30A
04250625-30,20250504,20250504-30-30472,30A - Bramalea GO,,0,MDDS2314,388821,1,1,30A
04250625-25,20250504,20250504-25-25751,25K - U of Waterloo,,1,MDDS2313,388812,1,1,25K
04250625-29,20250504,20250504-29-29700,29 - Kipling Bus Terminal,,0,MDDS2313,388818,1,1,29
04250625-29,20250504,20250504-29-29501,29 - Guelph Central GO,,1,MDDS2313,388819,1,1,29
04250625-29,20250504,20250504-29-29831,29 - Guelph Central GO,,1,MDDS2312,388819,1,1,29
04250625-29,20250504,20250504-29-29780,29 - Kipling Bus Terminal,,0,MDDS2312,388818,1,1,29
04250625-29,20250504,20250504-29-29621,29 - Guelph Central GO,,1,MDDS2312,388819,1,1,29
04250625-25,20250504,20250504-25-25420,25K - Kipling Bus Terminal,,0,MDDS2312,388811,1,1,25K
04250625-25,20250504,20250504-25-25733,25C - U of Waterloo,,1,MDDS2311,388807,1,1,25C
04250625-25,20250504,20250504-25-25662,25C - Square One,,0,MDDS2311,388806,1,1,25C
04250625-30,20250504,20250504-30-30491,30 - U of Waterloo,,1,MDDS2311,388824,1,1,30
04250625-25,20250504,20250504-25-25362,25C - Square One,,0,MDDS2311,388806,1,1,25C
04250625-30,20250504,20250504-30-30711,30 - U of Waterloo,,1,MDDS2310,388824,1,1,30
04250625-30,20250504,20250504-30-30600,30 - Hwy. 407 Bus Term,,0,MDDS2310,388823,1,1,30
04250625-30,20250504,20250504-30-30451,30 - U of Waterloo,,1,MDDS2310,388824,1,1,30
04250625-30,20250504,20250504-30-30360,30 - Hwy. 407 Bus Term,,0,MDDS2310,388823,1,1,30
04250625-25,20250504,20250504-25-25773,25C - U of Waterloo,,1,MDDS2309,388807,1,1,25C
04250625-30,20250504,20250504-30-30605,30A - U of Waterloo,,1,MDDS2309,388822,1,1,30A
04250625-36,20250504,20250504-36-36501,36B - Bramalea Term,,1,MDDS2309,388857,1,1,36B
04250625-36,20250504,20250504-36-36420,36B - York Mills Term,,0,MDDS2309,388856,1,1,36B
04250625-30,20250504,20250504-30-30352,30A - Bramalea GO,,0,MDDS2309,388821,1,1,30A
04250625-30,20250504,20250504-30-30703,30A - U of Waterloo,,1,MDDS2308,388822,1,1,30A
04250625-36,20250504,20250504-36-36621,36B - Bramalea Term,,1,MDDS2308,388857,1,1,36B
04250625-36,20250504,20250504-36-36520,36B - York Mills Term,,0,MDDS2308,388856,1,1,36B
04250625-36,20250504,20250504-36-36380,36B - York Mills Term,,0,MDDS2308,388856,1,1,36B
04250625-30,20250504,20250504-30-30312,30A - Bramalea GO,,0,MDDS2308,388821,1,1,30A
04250625-30,20250504,20250504-30-30705,30A - U of Waterloo,,1,MDDS2307,388822,1,1,30A
04250625-30,20250504,20250504-30-30592,30A - Bramalea GO,,0,MDDS2307,388821,1,1,30A
04250625-25,20250504,20250504-25-25451,25K - U of Waterloo,,1,MDDS2307,388812,1,1,25K
04250625-25,20250504,20250504-25-25300,25K - Kipling Bus Terminal,,0,MDDS2307,388811,1,1,25K
04250625-25,20250504,20250504-25-25703,25C - U of Waterloo,,1,MDDS2306,388807,1,1,25C
04250625-25,20250504,20250504-25-25642,25C - Square One,,0,MDDS2306,388806,1,1,25C
04250625-25,20250504,20250504-25-25533,25C - U of Waterloo,,1,MDDS2306,388807,1,1,25C
04250625-25,20250504,20250504-25-25452,25C - Square One,,0,MDDS2306,388806,1,1,25C
04250625-25,20250504,20250504-25-25353,25C - U of Waterloo,,1,MDDS2306,388807,1,1,25C
04250625-25,20250504,20250504-25-25282,25C - Square One,,0,MDDS2306,388806,1,1,25C
04250625-30,20250504,20250504-30-30671,30 - U of Waterloo,,1,MDDS2305,388824,1,1,30
04250625-30,20250504,20250504-30-30540,30 - Hwy. 407 Bus Term,,0,MDDS2305,388823,1,1,30
04250625-30,20250504,20250504-30-30411,30 - U of Waterloo,,1,MDDS2305,388824,1,1,30
04250625-30,20250504,20250504-30-30280,30 - Hwy. 407 Bus Term,,0,MDDS2305,388823,1,1,30
04250625-30,20250504,20250504-30-30665,30A - U of Waterloo,,1,MDDS2304,388822,1,1,30A
04250625-36,20250504,20250504-36-36561,36B - Bramalea Term,,1,MDDS2304,388857,1,1,36B
04250625-36,20250504,20250504-36-36460,36B - York Mills Term,,0,MDDS2304,388856,1,1,36B
04250625-36,20250504,20250504-36-36411,36B - Bramalea Term,,1,MDDS2304,388857,1,1,36B
04250625-36,20250504,20250504-36-36340,36B - York Mills Term,,0,MDDS2304,388856,1,1,36B
04250625-30,20250504,20250504-30-30272,30A - Bramalea GO,,0,MDDS2304,388821,1,1,30A
04250625-25,20250504,20250504-25-25671,25K - U of Waterloo,,1,MDDS2303,388812,1,1,25K
04250625-29,20250504,20250504-29-29600,29 - Kipling Bus Terminal,,0,MDDS2303,388818,1,1,29
04250625-29,20250504,20250504-29-29411,29 - Guelph Central GO,,1,MDDS2303,388819,1,1,29
04250625-25,20250504,20250504-25-25270,25K - Kipling Bus Terminal,,0,MDDS2303,388811,1,1,25K
04250625-30,20250504,20250504-30-30611,30 - U of Waterloo,,1,MDDS2302,388824,1,1,30
04250625-30,20250504,20250504-30-30480,30 - Hwy. 407 Bus Term,,0,MDDS2302,388823,1,1,30
04250625-25,20250504,20250504-25-25361,25K - U of Waterloo,,1,MDDS2302,388812,1,1,25K
04250625-25,20250504,20250504-25-25230,25K - Kipling Bus Terminal,,0,MDDS2302,388811,1,1,25K
04250625-30,20250504,20250504-30-30363,30A - U of Waterloo,,1,MDDS2301,388822,1,1,30A
04250625-25,20250504,20250504-25-25201,25 - U of Waterloo,,1,MDDS2301,388809,1,1,25
04250625-33,20250504,20250504-33-33891,33 - U of Guelph,,1,MDDS2116,388847,1,1,33
04250625-33,20250504,20250504-33-33750,33 - York Mills Term,,0,MDDS2116,388848,1,1,33
04250625-33,20250504,20250504-33-33821,33 - U of Guelph,,1,MDDS2115,388847,1,1,33
04250625-33,20250504,20250504-33-33660,33 - York Mills Term,,0,MDDS2115,388848,1,1,33
04250625-25,20250504,20250504-25-25803,25C - U of Waterloo,,1,MDDS2114,388807,1,1,25C
04250625-25,20250504,20250504-25-25742,25C - Square One,,0,MDDS2114,388806,1,1,25C
04250625-25,20250504,20250504-25-25663,25C - U of Waterloo,,1,MDDS2114,388807,1,1,25C
04250625-25,20250504,20250504-25-25522,25C - Square One,,0,MDDS2114,388806,1,1,25C
04250625-30,20250504,20250504-30-30783,30A - U of Waterloo,,1,MDDS2113,388822,1,1,30A
04250625-36,20250504,20250504-36-36751,36B - Bramalea Term,,1,MDDS2113,388857,1,1,36B
04250625-36,20250504,20250504-36-36680,36B - York Mills Term,,0,MDDS2113,388856,1,1,36B
04250625-33,20250504,20250504-33-33440,33 - York Mills Term,,0,MDDS2113,388848,1,1,33
04250625-30,20250504,20250504-30-30745,30A - U of Waterloo,,1,MDDS2112,388822,1,1,30A
04250625-36,20250504,20250504-36-36711,36B - Bramalea Term,,1,MDDS2112,388857,1,1,36B
04250625-36,20250504,20250504-36-36640,36B - York Mills Term,,0,MDDS2112,388856,1,1,36B
04250625-36,20250504,20250504-36-36591,36B - Bramalea Term,,1,MDDS2112,388857,1,1,36B
04250625-33,20250504,20250504-33-33360,33 - York Mills Term,,0,MDDS2112,388848,1,1,33
04250625-30,20250504,20250504-30-30551,30 - U of Waterloo,,1,MDDS2111,388824,1,1,30
04250625-30,20250504,20250504-30-30400,30 - Hwy. 407 Bus Term,,0,MDDS2111,388823,1,1,30
04250625-30,20250504,20250504-30-30283,30A - U of Waterloo,,1,MDDS2111,388822,1,1,30A
04250625-33,20250504,20250504-33-33671,33 - U of Guelph,,1,MDDS2110,388847,1,1,33
04250625-40,20250504,20250504-40-40450,40 - Richmond Hill Ctr,,0,MDDS2110,388864,1,1,40
04250625-18,20250504,20250504-18-18241,18 - Hamilton GO,,1,MDDS2110,388773,1,1,18
04250625-17,20250504,20250504-17-17351,17B - Burlington GO,,1,MDDS2110,388769,1,1,17B
04250625-25,20250504,20250504-25-25621,25K - U of Waterloo,,1,MDDS2109,388812,1,1,25K
04250625-29,20250504,20250504-29-29540,29 - Kipling Bus Terminal,,0,MDDS2109,388818,1,1,29
04250625-29,20250504,20250504-29-29371,29 - Guelph Central GO,,1,MDDS2109,388819,1,1,29
04250625-29,20250504,20250504-29-29320,29 - Kipling Bus Terminal,,0,MDDS2109,388818,1,1,29
04250625-30,20250504,20250504-30-30543,30A - U of Waterloo,,1,MDDS2108,388822,1,1,30A
04250625-30,20250504,20250504-30-30432,30A - Bramalea GO,,0,MDDS2108,388821,1,1,30A
04250625-25,20250504,20250504-25-25321,25K - U of Waterloo,,1,MDDS2108,388812,1,1,25K
04250625-29,20250504,20250504-29-29280,29 - Kipling Bus Terminal,,0,MDDS2108,388818,1,1,29
04250625-33,20250504,20250504-33-33371,33 - U of Guelph,,1,MDDS2107,388847,1,1,33
04250625-33,20250504,20250504-33-33200,33 - York Mills Term,,0,MDDS2107,388848,1,1,33
04250625-33,20250504,20250504-33-33551,33 - U of Guelph,,1,MDDS2106,388847,1,1,33
04250625-36,20250504,20250504-36-36331,36B - Bramalea Term,,1,MDDS2106,388857,1,1,36B
04250625-36,20250504,20250504-36-36260,36B - York Mills Term,,0,MDDS2106,388856,1,1,36B
04250625-30,20250504,20250504-30-30192,30A - Bramalea GO,,0,MDDS2106,388821,1,1,30A
04250625-30,20250504,20250504-30-30791,30 - U of Waterloo,,1,MDDS2105,388824,1,1,30
04250625-29,20250504,20250504-29-29740,29 - Kipling Bus Terminal,,0,MDDS2105,388818,1,1,29
04250625-29,20250504,20250504-29-29561,29 - Guelph Central GO,,1,MDDS2105,388819,1,1,29
04250625-29,20250504,20250504-29-29480,29 - Kipling Bus Terminal,,0,MDDS2105,388818,1,1,29
04250625-29,20250504,20250504-29-29331,29 - Guelph Central GO,,1,MDDS2105,388819,1,1,29
04250625-21,20250504,20250504-21-21210,21C - Union Station,,0,MDDS2105,388789,1,1,21C
04250625-30,20250504,20250504-30-30132,30A - Bramalea GO,,0,MDDS2105,388821,1,1,30A
04250625-21,20250504,20250504-21-21405,21A - Milton GO,,1,MDDS2104,388791,1,1,21A
04250625-21,20250504,20250504-21-21364,21A - Union Station,,0,MDDS2104,388792,1,1,21A
04250625-21,20250504,20250504-21-21211,21F - Milton GO,,1,MDDS2104,388794,1,1,21F
04250625-21,20250504,20250504-21-21180,21C - Union Station,,0,MDDS2104,388789,1,1,21C
04250625-25,20250504,20250504-25-25130,25 - Square One,,0,MDDS2104,388805,1,1,25
04250625-29,20250504,20250504-29-29711,29 - Guelph Central GO,,1,MDDS2103,388819,1,1,29
04250625-29,20250504,20250504-29-29660,29 - Kipling Bus Terminal,,0,MDDS2103,388818,1,1,29
04250625-29,20250504,20250504-29-29451,29 - Guelph Central GO,,1,MDDS2103,388819,1,1,29
04250625-29,20250504,20250504-29-29400,29 - Kipling Bus Terminal,,0,MDDS2103,388818,1,1,29
04250625-29,20250504,20250504-29-29251,29 - Guelph Central GO,,1,MDDS2103,388819,1,1,29
04250625-29,20250504,20250504-29-29190,29 - Kipling Bus Terminal,,0,MDDS2103,388818,1,1,29
04250625-33,20250504,20250504-33-33291,33 - U of Guelph,,1,MDDS2102,388847,1,1,33
04250625-33,20250504,20250504-33-33080,33 - York Mills Term,,0,MDDS2102,388848,1,1,33
04250625-30,20250504,20250504-30-30371,30 - U of Waterloo,,1,MDDS2101,388824,1,1,30
04250625-30,20250504,20250504-30-30240,30 - Hwy. 407 Bus Term,,0,MDDS2101,388823,1,1,30
04250625-25,20250504,20250504-25-25141,25 - U of Waterloo,,1,MDDS2101,388809,1,1,25
04250625-25,20250504,20250504-25-25030,25 - Square One,,0,MDDS2101,388805,1,1,25
04250625-12,20250504,20250504-12-12781,12 - Niagara Falls,,1,MDDS1210,388755,1,1,12
04250625-12,20250504,20250504-12-12740,12 - Burlington Carpool,,0,MDDS1210,388757,1,1,12
04250625-12,20250504,20250504-12-12860,12B - Burlington GO,,0,MDDS1209,388760,1,1,12B
04250625-12,20250504,20250504-12-12721,12 - Niagara Falls,,1,MDDS1209,388755,1,1,12
04250625-12,20250504,20250504-12-12700,12 - Burlington Carpool,,0,MDDS1209,388757,1,1,12
04250625-12,20250504,20250504-12-12871,12 - Niagara Falls,,1,MDDS1208,388755,1,1,12
04250625-12,20250504,20250504-12-12850,12 - Burlington Carpool,,0,MDDS1208,388757,1,1,12
04250625-12,20250504,20250504-12-12671,12 - Niagara Falls,,1,MDDS1208,388755,1,1,12
04250625-12,20250504,20250504-12-12650,12 - Burlington Carpool,,0,MDDS1208,388757,1,1,12
04250625-12,20250504,20250504-12-12841,12 - Niagara Falls,,1,MDDS1207,388755,1,1,12
04250625-12,20250504,20250504-12-12810,12 - Burlington Carpool,,0,MDDS1207,388757,1,1,12
04250625-12,20250504,20250504-12-12641,12 - Niagara Falls,,1,MDDS1207,388755,1,1,12
04250625-12,20250504,20250504-12-12590,12 - Burlington Carpool,,0,MDDS1207,388757,1,1,12
04250625-12,20250504,20250504-12-12811,12 - Niagara Falls,,1,MDDS1206,388755,1,1,12
04250625-12,20250504,20250504-12-12780,12 - Burlington Carpool,,0,MDDS1206,388757,1,1,12
04250625-12,20250504,20250504-12-12601,12 - Niagara Falls,,1,MDDS1206,388755,1,1,12
04250625-12,20250504,20250504-12-12530,12 - Burlington Carpool,,0,MDDS1206,388757,1,1,12
04250625-12,20250504,20250504-12-12521,12 - Niagara Falls,,1,MDDS1205,388755,1,1,12
04250625-12,20250504,20250504-12-12480,12 - Burlington Carpool,,0,MDDS1205,388757,1,1,12
04250625-12,20250504,20250504-12-12301,12 - Niagara Falls,,1,MDDS1205,388755,1,1,12
04250625-12,20250504,20250504-12-12270,12 - Burlington Carpool,,0,MDDS1205,388757,1,1,12
04250625-12,20250504,20250504-12-12461,12 - Niagara Falls,,1,MDDS1204,388755,1,1,12
04250625-12,20250504,20250504-12-12440,12 - Burlington Carpool,,0,MDDS1204,388757,1,1,12
04250625-12,20250504,20250504-12-12261,12 - Niagara Falls,,1,MDDS1204,388755,1,1,12
04250625-12,20250504,20250504-12-12230,12 - Burlington Carpool,,0,MDDS1204,388757,1,1,12
04250625-12,20250504,20250504-12-12351,12 - Niagara Falls,,1,MDDS1203,388755,1,1,12
04250625-12,20250504,20250504-12-12320,12 - Burlington Carpool,,0,MDDS1203,388757,1,1,12
04250625-12,20250504,20250504-12-12421,12 - Niagara Falls,,1,MDDS1202,388755,1,1,12
04250625-12,20250504,20250504-12-12400,12 - Burlington Carpool,,0,MDDS1202,388757,1,1,12
04250625-12,20250504,20250504-12-12231,12 - Niagara Falls,,1,MDDS1202,388755,1,1,12
04250625-12,20250504,20250504-12-12190,12 - Burlington Carpool,,0,MDDS1202,388757,1,1,12
04250625-12,20250504,20250504-12-12393,12B - Niagara Falls,,1,MDDS1201,388759,1,1,12B
04250625-12,20250504,20250504-12-12360,12 - Burlington Carpool,,0,MDDS1201,388757,1,1,12
04250625-12,20250504,20250504-12-12181,12 - Niagara Falls,,1,MDDS1201,388755,1,1,12
04250625-12,20250504,20250504-12-12130,12 - Burlington Carpool,,0,MDDS1201,388757,1,1,12
04250625-18,20250504,20250504-18-18973,18J - West Harbour GO,,1,MDDS1139,388783,1,1,18J
04250625-18,20250504,20250504-18-18900,18E - Union Station,,0,MDDS1139,388786,1,1,18E
04250625-40,20250504,20250504-40-40951,40 - Hamilton GO,,1,MDDS1138,388865,1,1,40
04250625-40,20250504,20250504-40-40860,40 - Richmond Hill Ctr,,0,MDDS1138,388864,1,1,40
04250625-16,20250504,20250504-16-16761,16 - Hamilton GO,,1,MDDS1138,388768,1,1,16
04250625-16,20250504,20250504-16-16740,16 - Union Station,,0,MDDS1138,388767,1,1,16
04250625-18,20250504,20250504-18-18991,18C - Hamilton GO,,1,MDDS1137,388774,1,1,18C
04250625-16,20250504,20250504-16-16930,16 - Union Station,,0,MDDS1137,388767,1,1,16
04250625-16,20250504,20250504-16-16861,16 - Hamilton GO,,1,MDDS1137,388768,1,1,16
04250625-16,20250504,20250504-16-16840,16 - Union Station,,0,MDDS1137,388767,1,1,16
04250625-16,20250504,20250504-16-16741,16 - Hamilton GO,,1,MDDS1137,388768,1,1,16
04250625-16,20250504,20250504-16-16720,16 - Union Station,,0,MDDS1137,388767,1,1,16
04250625-47,20250504,20250504-47-47911,47 - Hamilton GO,,1,MDDS1136,388881,1,1,47
04250625-47,20250504,20250504-47-47910,47 - Hwy. 407 Bus Term,,0,MDDS1136,388877,1,1,47
04250625-40,20250504,20250504-40-40751,40 - Hamilton GO,,1,MDDS1136,388865,1,1,40
04250625-40,20250504,20250504-40-40650,40 - Richmond Hill Ctr,,0,MDDS1136,388864,1,1,40
04250625-16,20250504,20250504-16-16891,16 - Hamilton GO,,1,MDDS1135,388768,1,1,16
04250625-16,20250504,20250504-16-16870,16 - Union Station,,0,MDDS1135,388767,1,1,16
04250625-47,20250504,20250504-47-47731,47 - Hamilton GO,,1,MDDS1135,388881,1,1,47
04250625-47,20250504,20250504-47-47690,47 - Hwy. 407 Bus Term,,0,MDDS1135,388877,1,1,47
04250625-16,20250504,20250504-16-16900,16 - Union Station,,0,MDDS1134,388767,1,1,16
04250625-16,20250504,20250504-16-16831,16 - Hamilton GO,,1,MDDS1134,388768,1,1,16
04250625-16,20250504,20250504-16-16810,16 - Union Station,,0,MDDS1134,388767,1,1,16
04250625-16,20250504,20250504-16-16681,16 - Hamilton GO,,1,MDDS1134,388768,1,1,16
04250625-16,20250504,20250504-16-16660,16 - Union Station,,0,MDDS1134,388767,1,1,16
04250625-47,20250504,20250504-47-47881,47 - Hamilton GO,,1,MDDS1133,388881,1,1,47
04250625-47,20250504,20250504-47-47880,47 - Hwy. 407 Bus Term,,0,MDDS1133,388877,1,1,47
04250625-47,20250504,20250504-47-47711,47 - Hamilton GO,,1,MDDS1133,388881,1,1,47
04250625-47,20250504,20250504-47-47670,47 - Hwy. 407 Bus Term,,0,MDDS1133,388877,1,1,47
04250625-15,20250504,20250504-15-15931,15 - Brantford Term,,1,MDDS1132,388763,1,1,15
04250625-16,20250504,20250504-16-16801,16 - Hamilton GO,,1,MDDS1132,388768,1,1,16
04250625-16,20250504,20250504-16-16780,16 - Union Station,,0,MDDS1132,388767,1,1,16
04250625-16,20250504,20250504-16-16661,16 - Hamilton GO,,1,MDDS1132,388768,1,1,16
04250625-16,20250504,20250504-16-16640,16 - Union Station,,0,MDDS1132,388767,1,1,16
04250625-40,20250504,20250504-40-40891,40 - Hamilton GO,,1,MDDS1131,388865,1,1,40
04250625-40,20250504,20250504-40-40830,40 - Richmond Hill Ctr,,0,MDDS1131,388864,1,1,40
04250625-47,20250504,20250504-47-47691,47 - Hamilton GO,,1,MDDS1131,388881,1,1,47
04250625-47,20250504,20250504-47-47650,47 - Hwy. 407 Bus Term,,0,MDDS1131,388877,1,1,47
04250625-18,20250504,20250504-18-18961,18 - Hamilton GO,,1,MDDS1130,388773,1,1,18
04250625-18,20250504,20250504-18-18931,18 - Hamilton GO,,1,MDDS1130,388773,1,1,18
04250625-47,20250504,20250504-47-47831,47 - Hamilton GO,,1,MDDS1130,388881,1,1,47
04250625-47,20250504,20250504-47-47790,47 - Hwy. 407 Bus Term,,0,MDDS1130,388877,1,1,47
04250625-16,20250504,20250504-16-16631,16 - Hamilton GO,,1,MDDS1130,388768,1,1,16
04250625-16,20250504,20250504-16-16610,16 - Union Station,,0,MDDS1130,388767,1,1,16
04250625-40,20250504,20250504-40-40831,40 - Hamilton GO,,1,MDDS1129,388865,1,1,40
04250625-40,20250504,20250504-40-40720,40 - Richmond Hill Ctr,,0,MDDS1129,388864,1,1,40
04250625-16,20250504,20250504-16-16601,16 - Hamilton GO,,1,MDDS1129,388768,1,1,16
04250625-16,20250504,20250504-16-16580,16 - Union Station,,0,MDDS1129,388767,1,1,16
04250625-40,20250504,20250504-40-40791,40 - Hamilton GO,,1,MDDS1128,388865,1,1,40
04250625-40,20250504,20250504-40-40680,40 - Richmond Hill Ctr,,0,MDDS1128,388864,1,1,40
04250625-16,20250504,20250504-16-16571,16 - Hamilton GO,,1,MDDS1128,388768,1,1,16
04250625-16,20250504,20250504-16-16550,16 - Union Station,,0,MDDS1128,388767,1,1,16
04250625-47,20250504,20250504-47-47841,47 - Hamilton GO,,1,MDDS1127,388881,1,1,47
04250625-47,20250504,20250504-47-47810,47 - Hwy. 407 Bus Term,,0,MDDS1127,388877,1,1,47
04250625-47,20250504,20250504-47-47611,47 - Hamilton GO,,1,MDDS1127,388881,1,1,47
04250625-47,20250504,20250504-47-47560,47 - Hwy. 407 Bus Term,,0,MDDS1127,388877,1,1,47
04250625-47,20250504,20250504-47-47811,47 - Hamilton GO,,1,MDDS1126,388881,1,1,47
04250625-47,20250504,20250504-47-47770,47 - Hwy. 407 Bus Term,,0,MDDS1126,388877,1,1,47
04250625-47,20250504,20250504-47-47551,47 - Hamilton GO,,1,MDDS1126,388881,1,1,47
04250625-47,20250504,20250504-47-47500,47 - Hwy. 407 Bus Term,,0,MDDS1126,388877,1,1,47
04250625-12,20250504,20250504-12-12744,12D - Burlington GO,,0,MDDS1125,388761,1,1,12D
04250625-12,20250504,20250504-12-12603,12B - Niagara Falls,,1,MDDS1125,388759,1,1,12B
04250625-12,20250504,20250504-12-12532,12B - Burlington GO,,0,MDDS1125,388760,1,1,12B
04250625-12,20250504,20250504-12-12395,12D - Niagara Falls,,1,MDDS1125,388762,1,1,12D
04250625-47,20250504,20250504-47-47781,47 - Hamilton GO,,1,MDDS1124,388881,1,1,47
04250625-47,20250504,20250504-47-47730,47 - Hwy. 407 Bus Term,,0,MDDS1124,388877,1,1,47
04250625-47,20250504,20250504-47-47491,47 - Hamilton GO,,1,MDDS1124,388881,1,1,47
04250625-47,20250504,20250504-47-47450,47 - Hwy. 407 Bus Term,,0,MDDS1124,388877,1,1,47
04250625-40,20250504,20250504-40-40721,40 - Hamilton GO,,1,MDDS1123,388865,1,1,40
04250625-40,20250504,20250504-40-40620,40 - Richmond Hill Ctr,,0,MDDS1123,388864,1,1,40
04250625-40,20250504,20250504-40-40461,40 - Hamilton GO,,1,MDDS1123,388865,1,1,40
04250625-40,20250504,20250504-40-40370,40 - Richmond Hill Ctr,,0,MDDS1123,388864,1,1,40
04250625-40,20250504,20250504-40-40681,40 - Hamilton GO,,1,MDDS1122,388865,1,1,40
04250625-40,20250504,20250504-40-40570,40 - Richmond Hill Ctr,,0,MDDS1122,388864,1,1,40
04250625-47,20250504,20250504-47-47431,47 - Hamilton GO,,1,MDDS1122,388881,1,1,47
04250625-47,20250504,20250504-47-47390,47 - Hwy. 407 Bus Term,,0,MDDS1122,388877,1,1,47
04250625-12,20250504,20250504-12-12782,12B - Burlington GO,,0,MDDS1121,388760,1,1,12B
04250625-40,20250504,20250504-40-40561,40 - Hamilton GO,,1,MDDS1121,388865,1,1,40
04250625-40,20250504,20250504-40-40420,40 - Richmond Hill Ctr,,0,MDDS1121,388864,1,1,40
04250625-12,20250504,20250504-12-12303,12B - Niagara Falls,,1,MDDS1121,388759,1,1,12B
04250625-18,20250504,20250504-18-18820,18 - Aldershot GO,,0,MDDS1120,388775,1,1,18
04250625-40,20250504,20250504-40-40671,40 - Hamilton GO,,1,MDDS1120,388865,1,1,40
04250625-40,20250504,20250504-40-40560,40 - Richmond Hill Ctr,,0,MDDS1120,388864,1,1,40
04250625-16,20250504,20250504-16-16421,16 - Hamilton GO,,1,MDDS1120,388768,1,1,16
04250625-16,20250504,20250504-16-16400,16 - Union Station,,0,MDDS1120,388767,1,1,16
04250625-18,20250504,20250504-18-18420,18 - Aldershot GO,,0,MDDS1120,388775,1,1,18
04250625-47,20250504,20250504-47-47641,47 - Hamilton GO,,1,MDDS1119,388881,1,1,47
04250625-47,20250504,20250504-47-47590,47 - Hwy. 407 Bus Term,,0,MDDS1119,388877,1,1,47
04250625-40,20250504,20250504-40-40371,40 - Hamilton GO,,1,MDDS1119,388865,1,1,40
04250625-40,20250504,20250504-40-40260,40 - Richmond Hill Ctr,,0,MDDS1119,388864,1,1,40
04250625-12,20250504,20250504-12-12704,12D - Burlington GO,,0,MDDS1118,388761,1,1,12D
04250625-12,20250504,20250504-12-12523,12B - Niagara Falls,,1,MDDS1118,388759,1,1,12B
04250625-12,20250504,20250504-12-12482,12B - Burlington GO,,0,MDDS1118,388760,1,1,12B
04250625-12,20250504,20250504-12-12353,12B - Niagara Falls,,1,MDDS1118,388759,1,1,12B
04250625-12,20250504,20250504-12-12324,12D - Burlington GO,,0,MDDS1118,388761,1,1,12D
04250625-18,20250504,20250504-18-18750,18 - Aldershot GO,,0,MDDS1117,388775,1,1,18
04250625-12,20250504,20250504-12-12592,12B - Burlington GO,,0,MDDS1117,388760,1,1,12B
04250625-12,20250504,20250504-12-12355,12D - Niagara Falls,,1,MDDS1117,388762,1,1,12D
04250625-17,20250504,20250504-17-17301,17B - Burlington GO,,1,MDDS1117,388769,1,1,17B
04250625-18,20250504,20250504-18-18641,18 - Hamilton GO,,1,MDDS1116,388773,1,1,18
04250625-12,20250504,20250504-12-12654,12D - Burlington GO,,0,MDDS1116,388761,1,1,12D
04250625-12,20250504,20250504-12-12391,12 - Niagara Falls,,1,MDDS1116,388755,1,1,12
04250625-12,20250504,20250504-12-12362,12B - Burlington GO,,0,MDDS1116,388760,1,1,12B
